F10 B545 B81 B192 B987 , 0.7442903752039152
F18 B935 B540 B985 B389 , 0.4583333333333333
F93 B619 B744 , 0.9777777777777777
F31 B272 B625 , 0.952
F34 B448 B123 B285 B214 B149 , 0.8913043478260869
F18 B700 B963 , 1.0
F96 B602 B235 B818 B482 , 0.023137697516930022
F34 B511 B886 B536 B834 B16 B970 B633 , 0.5
F37 B647 B495 , 1.0
F77 B173 B144 B520 , 0.8313563692625064
F77 B520 B320 , 0.8813559322033898
F58 B461 B601 B252 , 0.48148148148148145
F2 B795 B417 B534 B480 B295 B695 , 0.32098765432098764
F77 B173 B766 , 0.0156794425087108
F47 B158 B132 B572 B559 B844 B823 B574 , 0.43137254901960786
F87 B889 B296 B712 , 1.0
F82 B10 B329 , 0.5
F64 B211 B933 B539 B818 B127 B477 B490 , 0.017054263565891473
F47 B259 B625 B243 , 0.013025458851391355
F24 B198 B396 B831 B380 , 1.0
F23 B878 B2 B139 , 0.47058823529411764
F25 B96 B897 B38 , 0.8025078369905956
F62 B398 B193 , 0.8852713178294573
F62 B93 B443 , 0.8333333333333334
F77 B864 B20 B767 B267 , 0.8181818181818182
F20 B267 B726 B763 B755 B579 B255 B507 , 0.6830143540669856
F47 B194 B456 B846 , 0.88
F42 B437 B78 , 0.022532188841201718
F90 B346 B867 B107 B700 B740 , 0.021885521885521887
F2 B429 B600 B244 B505 B782 B388 , 0.014664410603496898
F77 B173 B864 B20 B767 B267 , 0.01563404748118124
F100 B437 B831 B148 , 0.9438012542209359
F29 B729 B848 B122 B963 , 0.44
F87 B752 B999 , 1.0
F64 B658 B465 B40 , 0.7692307692307693
F45 B691 B963 B835 , 0.018878400888395337
F77 B731 B675 B503 , 0.9
F62 B950 B367 B728 B994 B842 B726 B650 , 0.47368421052631576
F60 B201 B159 B344 B765 , 0.9
F5 B959 B137 , 0.8856088560885609
F64 B211 B765 B712 B106 B841 B653 B715 B853 , 0.016233766233766232
F82 B329 B363 B34 B176 , 1.0
F5 B616 B164 B566 B381 B16 B963 , 0.2962962962962963
F60 B344 B765 B473 , 0.8780487804878049
F5 B521 B364 B668 B263 , 0.03333333333333333
F42 B437 B78 B255 , 0.022532188841201718
F55 B40 B786 , 0.9772727272727273
F18 B643 B172 B951 , 1.0
F62 B887 B820 B793 B454 B210 B848 B771 , 0.014729950900163666
F5 B257 B887 B556 B963 B604 B521 , 4.957858205255329E-4
F74 B414 B187 B315 B101 B586 B696 , 0.6431718061674009
F37 B928 B205 B185 , 0.8636363636363636
F55 B746 B934 , 0.5
F5 B34 B216 , 0.47058823529411764
F90 B353 B674 B176 B497 B249 , 0.9285714285714286
F20 B769 B784 B150 B154 B602 , 0.02
F18 B529 B980 B202 B935 , 0.019855595667870037
F77 B766 B829 , 0.9642857142857143
F18 B935 B540 , 0.8461538461538461
F60 B390 B678 , 0.4864864864864865
F74 B889 B931 , 0.5
F75 B16 B459 B899 B257 , 0.05385996409335727
F96 B602 B235 , 0.023150762281197064
F5 B370 B729 B451 B149 B136 B270 , 0.4
F48 B922 B44 , 0.8717557251908397
F20 B154 B602 , 0.04
