F1,0.005405405405405406
F2,0.013513513513513514
F3,0.005405405405405406
F4,0.005405405405405406
F5,0.013513513513513514
F6,0.013513513513513514
F7,0.005405405405405406
F8,0.005405405405405406
F9,0.005405405405405406
F10,0.013513513513513514
F11,0.005405405405405406
F12,0.005405405405405406
F13,0.02702702702702703
F14,0.013513513513513514
F15,0.005405405405405406
F16,0.013513513513513514
F17,0.005405405405405406
F18,0.013513513513513514
F19,0.005405405405405406
F20,0.013513513513513514
F21,0.005405405405405406
F22,0.005405405405405406
F23,0.013513513513513514
F24,0.02702702702702703
F25,0.02702702702702703
F26,0.013513513513513514
F27,0.02702702702702703
F28,0.013513513513513514
F29,0.013513513513513514
F30,0.005405405405405406
F31,0.02702702702702703
F32,0.005405405405405406
F33,0.005405405405405406
F34,0.02702702702702703
F35,0.005405405405405406
F36,0.005405405405405406
F37,0.02702702702702703
F38,0.005405405405405406
F39,0.02702702702702703
F40,0.005405405405405406
F41,0.005405405405405406
F42,0.013513513513513514
F43,0.005405405405405406
F44,0.005405405405405406
F45,0.013513513513513514
F46,0.005405405405405406
F47,0.013513513513513514
F48,0.013513513513513514
F49,0.005405405405405406
F50,0.005405405405405406
F51,0.005405405405405406
F52,0.005405405405405406
F53,0.005405405405405406
F54,0.005405405405405406
F55,0.013513513513513514
F56,0.005405405405405406
F57,0.005405405405405406
F58,0.013513513513513514
F59,0.005405405405405406
F60,0.013513513513513514
F61,0.005405405405405406
F62,0.013513513513513514
F63,0.005405405405405406
F64,0.013513513513513514
F65,0.005405405405405406
F66,0.005405405405405406
F67,0.005405405405405406
F68,0.005405405405405406
F69,0.005405405405405406
F70,0.005405405405405406
F71,0.005405405405405406
F72,0.005405405405405406
F73,0.005405405405405406
F74,0.013513513513513514
F75,0.02702702702702703
F76,0.005405405405405406
F77,0.013513513513513514
F78,0.005405405405405406
F79,0.005405405405405406
F80,0.013513513513513514
F81,0.005405405405405406
F82,0.013513513513513514
F83,0.005405405405405406
F84,0.005405405405405406
F85,0.005405405405405406
F86,0.005405405405405406
F87,0.013513513513513514
F88,0.005405405405405406
F89,0.005405405405405406
F90,0.013513513513513514
F91,0.005405405405405406
F92,0.005405405405405406
F93,0.013513513513513514
F94,0.005405405405405406
F95,0.005405405405405406
F96,0.013513513513513514
F97,0.013513513513513514
F98,0.005405405405405406
F99,0.005405405405405406
F100,0.02702702702702703
