Pattern , Freq ,Base-Freq
F31 B33 B546 B111 B673 B736 B272 B625 , 621 ,900
F25 B470 B96 B897 B38 B290 B902 B153 B269 , 603 ,900
F100 B437 B831 B148 B14 B479 , 603 ,900
