F74 B163 B360 B126 B152 , 6, 7
F60 B357 B907 B990 , 1, 42
F93 B83 B154 , 43, 43
F58 B498 B269 B617 B857 B470 B518 B968 , 1, 34
F28 B552 B153 , 13, 14
F48 B377 B458 B411 B803 B3 , 1, 14
F74 B102 B840 B68 , 7, 10
F20 B808 B936 B702 , 9, 10
F5 B961 B879 B263 B251 B609 B963 B848 B447 , 8, 523
F14 B837 B116 B888 B22 , 17, 18
F20 B67 B113 B317 , 9, 31
F25 B544 B646 , 18, 18
F29 B111 B729 B848 B122 B963 B993 B784 , 11, 599
F58 B994 B885 B133 B692 B747 B758 B609 , 1664, 2377
F25 B290 B902 , 512, 584
F74 B823 B163 B360 B126 B152 B46 B733 , 6, 7
F31 B546 B111 , 1190, 1250
F25 B470 B96 B897 B38 B290 , 512, 692
F74 B14 B657 , 1, 2
F48 B845 B659 B876 , 1, 5
F5 B270 B354 , 8, 9
F2 B440 B225 , 1, 2
F5 B741 B257 , 480, 549
F74 B101 B586 , 292, 343
F5 B995 B741 B257 B264 B13 , 480, 635
F13 B741 B711 B904 B249 , 23, 4275
F47 B243 B122 B821 B622 B233 B667 , 22, 31
F82 B529 B147 B10 B329 B363 B34 B176 , 12, 632
F45 B313 B243 B124 , 34, 36
F42 B437 B533 B167 , 1697, 2192
F20 B255 B507 B630 B841 , 571, 720
F2 B600 B244 B505 B782 B388 B908 B165 , 26, 57
F64 B334 B959 B850 B738 B549 B997 , 571, 821
F14 B714 B615 B725 , 16, 638
F90 B353 B674 , 13, 14
F20 B42 B781 , 9, 28
F26 B431 B922 B721 B621 , 10, 21
F18 B643 B172 , 11, 11
F77 B607 B401 B826 , 27, 28
F34 B448 B123 B285 B214 B149 B425 B9 B772 B720 , 1148, 1400
F96 B294 B479 , 41, 83
F16 B352 B100 B10 B584 B613 , 1, 1834
F77 B829 B552 , 27, 28
F25 B36 B33 , 18, 18
F14 B3 B995 , 17, 17
F62 B403 B976 B430 B96 B398 B193 , 571, 794
F37 B529 B647 , 28, 28
F5 B451 B149 B136 B270 , 8, 19
F25 B544 B646 B689 B895 B680 , 18, 36
F23 B139 B590 , 32, 33
F80 B917 B350 , 571, 684
F20 B267 B92 , 9, 608
F24 B935 B939 B645 B742 B179 B956 , 20, 20
F47 B132 B572 B559 , 22, 25
F62 B11 B723 B514 B680 B388 , 1, 3
F60 B137 B390 , 36, 74
F24 B939 B645 B742 B179 B956 B994 , 20, 20
F48 B291 B377 B458 B411 B803 , 1, 23
F97 B167 B982 B455 B875 , 15, 571
F97 B167 B221 B600 B639 , 15, 573
F93 B336 B75 B619 B744 , 44, 45
F47 B259 B158 B132 , 22, 1711
F20 B835 B124 , 1, 5
F39 B8 B402 , 28, 28
F26 B190 B636 B500 , 540, 657
F20 B519 B824 B610 B142 , 1, 3
F48 B869 B510 , 11, 21
F62 B653 B865 , 9, 27
F58 B117 B887 B227 , 25, 53
F26 B886 B686 B211 B712 B345 B142 , 10, 33
F48 B811 B113 B563 B922 B44 , 571, 782
F47 B797 B329 B967 B359 , 1600, 1951
F34 B448 B395 B511 B886 B536 B834 B16 , 14, 1176
F20 B907 B370 B853 B444 B942 B672 , 10, 12
F58 B269 B617 B857 B470 B518 B968 , 1, 34
F100 B621 B824 B369 , 39, 39
F26 B610 B967 B331 B538 , 10, 24
F20 B639 B993 B707 B895 B347 B804 B671 , 9, 30
F82 B529 B396 B513 B332 B281 B107 B753 , 12, 646
F80 B884 B917 B350 , 571, 739
F74 B410 B381 B823 B163 , 6, 332
F80 B350 B447 B916 , 1, 1851
F82 B147 B10 , 12, 24
F62 B335 B353 B208 B533 , 1, 23
F26 B209 B575 B51 B190 , 540, 699
F62 B533 B607 , 1, 5
F2 B600 B244 B505 B782 B388 , 26, 56
F58 B994 B191 B875 B826 , 1, 616
F64 B259 B417 B937 , 11, 11
F13 B741 B190 B585 B81 , 22, 4275
F47 B604 B314 B797 , 1600, 1862
F20 B267 B92 B60 B560 B578 B67 B113 , 9, 629
F31 B111 B673 B736 B272 , 1190, 1325
F62 B107 B632 B11 B723 B514 , 1, 12
F82 B416 B965 , 571, 665
F74 B381 B823 B163 B360 B126 B152 B46 , 6, 7
F24 B198 B396 B831 B380 B6 B170 B454 , 19, 19
F74 B410 B381 B823 B163 B360 , 6, 332
F74 B315 B827 B338 B638 B345 B29 B851 , 6, 338
F26 B431 B922 , 10, 20
F39 B601 B315 B8 B402 B667 , 28, 1176
F20 B330 B769 B784 B150 B154 , 1, 29
F47 B259 B625 , 22, 1688
F2 B429 B397 , 26, 1769
F5 B604 B521 B364 , 1, 5
F80 B507 B697 B590 B794 B159 , 14, 627
F58 B826 B526 B335 , 1, 3
F62 B506 B592 B292 B853 B37 B252 B93 B443 , 10, 32
F34 B214 B149 B425 B9 B772 B720 , 1148, 1316
F23 B507 B201 B33 , 33, 35
F20 B370 B853 , 10, 11
F47 B132 B572 B559 B844 B823 B574 B669 , 22, 31
F74 B590 B564 B926 , 7, 14
F47 B259 B421 B152 B134 B57 B761 , 21, 1711
F29 B986 B852 B490 , 540, 676
F58 B117 B887 B227 B549 , 25, 78
F97 B460 B57 B897 , 15, 15
F26 B967 B331 , 10, 14
F42 B255 B707 B966 , 42, 44
F47 B304 B700 , 21, 45
F77 B850 B409 B727 , 1612, 1991
F24 B936 B17 , 988, 1066
F47 B243 B122 B821 B622 , 22, 28
F29 B291 B382 B573 , 12, 13
F5 B963 B604 B521 , 1, 86
F93 B987 B463 B942 B34 B451 , 1, 1968
F58 B664 B14 B42 B461 , 26, 29
F20 B763 B137 B519 B824 B610 B142 , 1, 612
F82 B69 B990 B142 B794 B430 , 12, 27
F62 B96 B398 B193 , 571, 691
F58 B994 B266 , 25, 1769
F74 B931 B14 , 1, 2
F64 B850 B738 B549 , 571, 707
F62 B335 B353 , 1, 1
F24 B990 B488 B936 , 988, 1105
F62 B976 B107 B632 B11 B723 , 1, 620
F47 B329 B967 , 1600, 1774
F39 B612 B862 , 28, 28
F13 B741 B827 B754 B746 B826 , 4230, 4455
F2 B429 B381 , 26, 1770
F5 B263 B251 , 8, 8
F60 B201 B159 B344 B765 B473 , 36, 42
F48 B349 B734 , 10, 21
F58 B994 B664 B14 B42 B461 B601 , 26, 1772
F96 B982 B101 , 1607, 1933
F74 B14 B657 B527 B207 B49 , 1, 7
F64 B127 B477 B490 , 11, 32
F20 B579 B255 , 571, 647
F48 B2 B113 B53 B349 B734 , 10, 624
F64 B211 B191 B334 B959 B850 B738 , 571, 834
F45 B835 B744 B264 B346 , 34, 70
F34 B285 B214 B149 B425 B9 , 1148, 1288
F47 B797 B329 B967 , 1600, 1863
F80 B794 B159 B118 , 14, 15
F23 B878 B2 , 32, 67
F45 B674 B727 , 33, 34
F62 B592 B292 B853 , 10, 21
F82 B529 B242 B69 , 12, 631
F77 B359 B286 B607 B401 , 27, 29
F87 B290 B522 , 244, 306
F75 B660 B471 B263 , 496, 709
F62 B77 B738 , 1, 25
F48 B29 B17 , 11, 11
F20 B95 B485 B808 , 9, 18
F26 B636 B500 B828 , 540, 659
F45 B924 B674 B727 B250 , 33, 35
F58 B198 B542 , 25, 26
F25 B470 B544 B646 B689 B895 B680 B654 B814 , 18, 566
F87 B889 B296 , 8, 8
F77 B864 B20 B767 B267 B820 B952 B712 , 27, 64
F5 B669 B388 B793 B89 B34 , 8, 27
F82 B990 B142 B794 B430 , 12, 16
F2 B417 B534 B480 , 26, 28
F48 B803 B3 , 1, 2
F80 B507 B339 B326 B592 B701 , 14, 628
F90 B124 B988 B45 , 14, 28
F47 B427 B366 B290 B595 , 1, 26
F58 B42 B461 B601 B252 , 26, 56
F77 B409 B727 B469 , 1612, 1936
F23 B525 B928 B996 , 33, 1741
F26 B721 B621 , 10, 11
F87 B512 B889 B296 , 8, 275
F26 B431 B922 B721 B621 B951 B869 , 10, 31
F64 B211 B191 B334 B959 B850 B738 B549 , 571, 876
F18 B504 B34 B547 B173 , 11, 14
F74 B586 B696 , 292, 343
F27 B487 B885 B612 B333 , 30, 30
F87 B712 B604 , 8, 8
F62 B865 B773 B475 , 9, 12
F48 B67 B136 B330 B845 B659 , 1, 8
F47 B559 B844 B823 , 22, 25
F77 B820 B952 , 27, 57
F55 B899 B863 , 1, 4
F87 B290 B522 B337 B823 , 244, 368
F62 B723 B514 B680 , 1, 1
F29 B136 B437 B135 B291 B382 B573 , 12, 13
F87 B772 B388 B555 B313 B458 , 8, 8
F58 B758 B609 , 1664, 1892
F18 B676 B737 B35 B200 B127 B992 , 1, 5
F10 B207 B377 B782 B57 B979 , 37, 1977
F80 B578 B911 B181 B56 , 14, 29
F26 B190 B636 B500 B828 B254 , 540, 737
F47 B143 B604 B314 B797 , 1600, 1949
F18 B529 B300 , 10, 554
F62 B312 B744 , 9, 9
F45 B691 B859 B832 , 34, 1834
F6 B729 B462 B960 B238 , 14, 550
F64 B818 B127 B477 , 11, 31
F58 B133 B692 , 1664, 1894
F2 B429 B600 B244 B505 B782 B388 B908 , 26, 1773
F90 B309 B204 , 1, 3
F45 B691 B924 B674 B727 , 33, 1802
F93 B564 B628 B274 B37 , 44, 45
F37 B85 B344 , 28, 28
F27 B706 B869 B39 , 30, 863
F42 B547 B284 B257 B806 , 41, 82
F58 B583 B497 B713 , 25, 29
F58 B938 B308 B135 B709 B871 B587 , 1, 28
F58 B994 B174 B550 B117 B887 B227 , 25, 1848
F60 B660 B990 B369 B528 B154 , 37, 42
F47 B152 B134 B57 B761 B304 B700 B815 , 21, 67
F20 B560 B578 B67 B113 , 9, 30
F5 B879 B263 B251 , 8, 10
F75 B16 B459 , 30, 557
F64 B712 B106 B841 , 10, 10
F10 B85 B416 B857 B766 , 37, 79
F97 B705 B715 , 511, 629
F18 B951 B797 , 11, 11
F25 B470 B83 B429 B608 B441 B36 B33 B732 , 18, 566
F48 B291 B377 B458 B411 B803 B3 , 1, 24
F58 B994 B191 B875 , 1, 616
F74 B152 B46 B733 , 6, 6
F55 B826 B934 B378 B987 B913 , 43, 1787
F20 B267 B749 B42 , 9, 617
F47 B152 B134 B57 B761 , 21, 43
F80 B507 B710 B142 B602 B97 B933 , 14, 628
F58 B439 B43 , 25, 28
F74 B410 B381 B823 B163 B360 B126 B152 , 6, 333
F27 B706 B487 B885 B612 , 30, 863
F87 B889 B296 B712 B604 B773 , 8, 8
F62 B976 B107 , 1, 609
F18 B856 B227 B926 , 511, 640
F10 B192 B987 , 1825, 2122
F18 B529 B432 B916 B504 B34 , 11, 557
F48 B563 B922 , 571, 657
F62 B865 B773 B475 B312 B744 , 9, 12
F2 B429 B151 B108 B15 B324 , 1638, 2161
F47 B132 B572 B559 B844 B823 , 22, 28
F26 B686 B211 , 10, 10
F48 B659 B876 , 1, 2
F14 B953 B524 B279 B360 B391 , 16, 656
F6 B882 B456 B685 , 14, 14
F2 B429 B795 B417 , 26, 1743
F97 B167 B460 , 15, 571
F77 B766 B829 B552 B139 , 27, 29
F5 B604 B521 B364 B668 B263 , 1, 34
F58 B269 B617 B857 , 1, 13
F62 B773 B475 B312 B744 , 9, 12
F62 B312 B744 B946 B602 , 9, 10
F64 B818 B127 B477 B490 , 11, 42
F45 B691 B963 B835 B744 , 34, 1802
F47 B135 B427 B366 B290 B595 , 1, 49
F45 B358 B841 , 34, 34
F16 B459 B244 B10 , 16, 32
F20 B763 B755 B579 B255 , 571, 723
F80 B507 B339 B326 B592 , 14, 627
F2 B429 B795 B417 B534 B480 B295 B695 B635 , 26, 1902
F5 B447 B622 , 8, 8
F20 B769 B784 B150 , 1, 26
F100 B437 B33 B452 B522 B768 , 39, 3991
F80 B447 B916 B895 B507 , 1, 1851
F37 B185 B51 , 1064, 1176
F18 B916 B504 B34 , 11, 14
F93 B547 B336 B75 B619 B744 , 44, 1967
F47 B604 B314 , 1600, 1774
F18 B529 B342 , 511, 598
F13 B826 B992 , 4230, 4343
F80 B142 B602 , 14, 14
F28 B427 B91 , 540, 645
F55 B562 B816 B666 B774 , 1612, 2299
F25 B429 B608 B441 B36 , 18, 36
F13 B741 B190 B585 , 22, 4275
F96 B931 B926 , 41, 41
F5 B521 B364 B668 , 1, 4
F20 B444 B942 B672 B985 B349 , 10, 13
F5 B257 B887 B556 B963 B604 B521 B364 B668 , 1, 2020
F26 B500 B828 B254 , 540, 659
F10 B207 B401 B728 , 37, 1975
F58 B439 B43 B198 B542 B115 , 25, 30
F31 B10 B588 B344 B955 , 15, 15
F26 B225 B567 , 10, 31
F60 B266 B137 , 36, 37
F80 B710 B142 B602 , 14, 14
F10 B207 B377 , 37, 1975
F34 B16 B970 , 14, 28
F39 B583 B612 , 28, 28
F10 B57 B979 B928 , 37, 39
F5 B164 B566 , 8, 9
F34 B214 B149 B425 B9 B772 , 1148, 1288
F26 B679 B225 , 10, 11
F60 B266 B137 B390 B678 , 36, 75
F48 B693 B883 B220 B52 , 11, 34
F77 B766 B829 B552 B139 B352 , 27, 29
F25 B544 B646 B689 B895 , 18, 18
F55 B378 B987 B913 , 43, 45
F74 B414 B187 B315 B101 , 292, 409
F28 B746 B656 B742 , 13, 606
F34 B395 B511 B886 , 14, 14
F47 B329 B967 B359 , 1600, 1862
F48 B330 B845 B659 B876 , 1, 5
F58 B885 B133 B692 B747 B758 B609 B999 , 1664, 2374
F58 B994 B885 B133 , 1664, 1996
F60 B842 B649 B357 B907 B990 , 1, 79
F26 B209 B886 B686 B211 B712 B345 , 10, 592
F20 B784 B150 , 1, 24
F62 B853 B37 B252 , 10, 19
F28 B552 B153 B811 , 13, 27
F90 B988 B45 , 14, 15
F64 B818 B127 , 11, 31
F58 B994 B439 B43 B198 , 25, 1771
F25 B689 B895 , 18, 18
F26 B211 B712 B345 B142 , 10, 22
F24 B939 B645 B742 B179 , 20, 20
F74 B564 B926 B989 B315 , 7, 339
F29 B869 B405 B322 B631 , 11, 13
F18 B529 B980 B202 , 11, 554
F26 B325 B78 B679 , 10, 10
F62 B747 B950 , 9, 10
F26 B345 B142 B264 , 10, 22
F18 B91 B879 , 1, 1
F82 B309 B655 B381 B416 B965 , 571, 808
F87 B772 B388 B555 , 8, 8
F26 B116 B550 B325 B78 B679 , 10, 10
F74 B827 B338 B638 , 6, 13
F37 B680 B504 B948 B331 , 28, 1120
F48 B563 B922 B44 B831 B302 B517 , 571, 822
F62 B853 B37 , 10, 19
F18 B200 B127 B992 , 1, 2
F74 B438 B102 B840 B68 , 7, 10
F20 B907 B370 , 10, 11
F77 B23 B504 , 27, 28
F20 B755 B579 B255 B507 , 571, 721
F14 B3 B995 B859 , 17, 17
F62 B514 B680 B388 , 1, 2
F60 B147 B912 B585 B203 , 36, 37
F82 B513 B332 , 12, 25
F80 B507 B578 B911 B181 B56 , 14, 642
F93 B547 B177 B174 B987 , 1792, 2491
F20 B113 B317 , 9, 31
F80 B142 B602 B97 B933 , 14, 15
F18 B529 B432 B916 B504 , 11, 556
F82 B143 B902 B603 B409 B328 B799 , 12, 25
F74 B315 B827 , 6, 331
F29 B111 B261 B869 , 11, 586
F39 B862 B510 , 28, 28
F64 B738 B549 B997 , 571, 707
F25 B470 B83 B429 B608 , 18, 548
F58 B191 B875 B826 B526 B335 B6 B329 , 1, 3
F20 B137 B519 B824 B610 B142 B128 , 1, 4
F64 B334 B959 B850 B738 , 571, 748
F13 B741 B827 B754 , 4230, 4365
F34 B448 B395 B511 , 14, 1176
F64 B127 B477 , 11, 21
F74 B14 B657 B527 , 1, 5
F14 B995 B859 , 17, 17
F26 B575 B51 B190 B636 , 540, 698
F2 B358 B958 B440 B225 B814 B611 , 1, 20
F48 B29 B17 B687 B869 , 11, 11
F37 B331 B85 , 28, 28
F18 B737 B35 B200 , 1, 3
F5 B354 B793 , 8, 17
F18 B529 B300 B986 B844 B385 B636 , 10, 555
F14 B927 B794 , 571, 703
F34 B165 B301 , 14, 14
F16 B437 B196 B179 , 16, 603
F48 B811 B625 B2 , 10, 633
F58 B133 B692 B747 , 1664, 1970
F13 B754 B746 , 4230, 4320
F58 B498 B269 B617 B857 , 1, 13
F74 B960 B889 B931 B14 B657 B527 B207 B49 , 1, 31
F24 B935 B939 B645 , 20, 20
F26 B712 B345 , 10, 11
F45 B691 B384 B803 B313 , 34, 1801
F48 B798 B553 , 1, 1
F5 B963 B848 B447 B622 , 8, 24
F87 B512 B889 , 8, 275
F34 B444 B165 B301 , 14, 14
F62 B514 B680 B388 B448 , 1, 2
F2 B429 B600 B244 , 26, 1746
F5 B961 B834 B589 B669 , 8, 529
F48 B113 B68 B622 B891 B527 B401 B636 , 1, 1768
F5 B741 B257 B264 , 480, 580
F48 B922 B291 , 1, 624
F75 B459 B899 B257 B754 , 30, 30
F74 B126 B152 B46 , 6, 7
F62 B367 B728 B994 B842 , 9, 19
F82 B309 B655 B381 , 571, 714
F77 B352 B860 B355 , 27, 28
F26 B610 B967 B331 , 10, 14
F48 B579 B693 B883 B220 , 11, 34
F87 B512 B290 B522 , 244, 337
F48 B705 B579 , 11, 11
F29 B111 B261 B869 B405 B322 , 11, 588
F34 B444 B165 B301 B275 B718 B640 , 14, 14
F26 B331 B538 B466 B849 B780 , 10, 34
F5 B669 B388 B793 B89 , 8, 26
F16 B437 B459 B244 , 16, 619
F87 B757 B752 B999 B266 , 8, 8
F2 B77 B785 B230 B153 , 26, 34
F97 B460 B57 B897 B9 , 15, 16
F28 B746 B809 B279 B578 , 13, 606
F37 B504 B948 B331 B85 B344 , 28, 28
F58 B994 B885 B133 B692 B747 B758 B609 B999 , 1664, 2478
F42 B528 B76 B564 , 41, 43
F37 B462 B529 B647 B495 , 28, 28
F2 B50 B320 , 26, 54
F87 B757 B752 B999 , 8, 8
F28 B153 B811 , 13, 26
F5 B556 B963 B604 , 1, 90
F64 B106 B841 B653 B715 B853 , 10, 12
F64 B788 B559 , 11, 11
F47 B421 B152 B134 B57 B761 B304 , 21, 68
F90 B142 B973 , 540, 645
F74 B960 B889 B931 B14 , 1, 26
F60 B163 B842 B649 , 1, 1938
F77 B19 B513 , 1, 6
F80 B590 B794 B159 , 14, 14
F87 B512 B889 B296 B712 B604 , 8, 275
F10 B207 B545 B81 B192 B987 , 1825, 2600
F18 B951 B797 B555 , 11, 12
F60 B946 B201 B159 B344 B765 B473 , 36, 1944
F62 B107 B632 , 1, 11
F77 B401 B826 , 27, 27
F47 B259 B158 B132 B572 , 22, 1711
F47 B152 B134 B57 , 21, 43
F62 B887 B747 B950 B367 , 9, 609
F34 B123 B285 B214 B149 , 1148, 1260
F58 B252 B416 , 26, 53
F48 B798 B553 B333 B947 , 1, 1
F23 B996 B254 B872 , 33, 36
F27 B612 B333 , 30, 30
F80 B916 B895 B507 , 1, 1850
F14 B524 B279 B360 , 16, 17
F48 B377 B458 B411 B803 B3 B257 , 1, 25
F34 B425 B9 B772 , 1148, 1232
F2 B958 B440 B225 , 1, 2
F48 B687 B869 B510 B292 B127 , 11, 21
F31 B33 B546 B111 B673 B736 , 1190, 1340
F48 B811 B29 B17 B687 B869 B510 , 11, 633
F47 B821 B622 , 22, 26
F6 B729 B3 B436 B498 , 14, 537
F20 B255 B44 B330 B769 B784 B150 , 1, 1659
F90 B107 B700 B740 B523 , 13, 14
F97 B875 B613 , 15, 15
F48 B890 B798 B553 , 1, 1
F27 B608 B292 , 803, 922
F48 B113 B120 , 1, 274
F64 B527 B553 B131 B734 , 1, 2
F62 B210 B848 B771 , 9, 11
F5 B370 B729 B451 B149 B136 B270 B354 B793 , 8, 29
F20 B267 B907 B370 B853 B444 , 10, 609
F64 B211 B977 B673 B687 , 10, 614
F2 B440 B225 B814 B611 B366 , 1, 20
F62 B887 B747 B950 B367 B728 B994 B842 B726 , 9, 619
F64 B334 B959 , 571, 665
F80 B507 B768 B115 B884 , 571, 793
F55 B826 B562 B816 B666 B774 , 1612, 2472
F64 B687 B761 B658 B465 B40 , 10, 14
F37 B181 B928 B205 , 1064, 1232
F48 B622 B891 B527 , 1, 29
F23 B18 B924 , 1, 1675
F48 B687 B869 B510 B292 , 11, 21
F2 B429 B397 B430 , 26, 1771
F2 B594 B550 , 1638, 1847
F82 B363 B34 , 12, 12
F20 B781 B95 B485 B808 B936 , 9, 29
F55 B896 B143 B249 , 43, 43
F74 B338 B638 B345 B29 B851 B935 B696 , 6, 324
F18 B529 B432 B916 B504 B34 B547 , 11, 557
F20 B769 B784 B150 B154 B602 B569 , 1, 51
F90 B740 B523 , 13, 13
F58 B266 B394 B517 B583 B497 B713 B641 , 25, 33
F23 B928 B996 B254 , 33, 67
F62 B865 B773 , 9, 10
F47 B604 B314 B797 B329 B967 B359 B256 , 1600, 2210
F20 B42 B781 B95 , 9, 37
F24 B660 B990 B488 B936 , 988, 1144
F28 B746 B656 B742 B818 B913 , 13, 608
F64 B527 B553 B131 B734 B268 B93 , 1, 22
F47 B625 B243 B122 B821 B622 B233 B667 , 22, 32
F48 B458 B411 B803 , 1, 13
F47 B469 B194 B456 B846 B436 B378 B334 B148 , 22, 53
F74 B29 B851 B935 B696 , 6, 317
F77 B320 B850 B409 B727 , 1612, 2099
F26 B78 B679 B225 , 10, 11
F28 B742 B818 B913 B871 , 13, 41
F26 B886 B686 , 10, 21
F18 B636 B561 , 10, 10
F64 B527 B553 B131 B734 B268 , 1, 12
F20 B824 B610 B142 B128 B835 B124 , 1, 7
F2 B15 B324 , 1638, 1846
F77 B173 B864 B20 B767 B267 B820 , 27, 1756
F74 B288 B438 , 7, 7
F29 B869 B405 B322 , 11, 13
F2 B429 B151 B108 B15 B324 B635 , 1638, 2265
F90 B107 B700 , 13, 14
F62 B793 B454 B210 B848 , 9, 11
F58 B6 B329 , 1, 1
F48 B527 B401 , 1, 28
F24 B488 B936 B17 B671 , 988, 1144
F2 B151 B108 B15 B324 , 1638, 2056
F29 B405 B322 , 11, 13
F20 B602 B569 , 1, 23
F55 B816 B666 B774 , 1612, 2127
F23 B924 B453 , 1, 1
F25 B83 B429 , 18, 18
F48 B292 B127 , 11, 11
F80 B350 B447 B916 B895 , 1, 1851
F2 B480 B295 B695 B635 , 26, 1848
F20 B726 B763 B755 B579 B255 B507 B630 B841 , 571, 874
F45 B91 B722 , 1664, 1935
F24 B602 B660 B990 B488 B936 B17 B671 B963 , 988, 1300
F26 B209 B431 B922 B721 , 10, 591
F58 B994 B191 B875 B826 B526 , 1, 618
F20 B895 B347 , 9, 21
F16 B437 B901 B683 B816 B91 , 15, 605
F60 B946 B660 , 37, 1940
F5 B257 B887 B556 B963 , 1, 2013
F25 B96 B897 B38 B290 B902 B153 , 512, 728
F28 B360 B46 B711 B650 B538 , 14, 14
F20 B763 B137 B519 B824 B610 B142 B128 B835 B124 , 1, 617
F74 B315 B827 B338 B638 B345 B29 B851 B935 B696 , 6, 357
F97 B167 B53 , 15, 572
F87 B388 B555 , 8, 8
F34 B448 B395 B511 B886 B536 B834 , 14, 1176
F2 B782 B388 , 26, 26
F2 B429 B600 B244 B505 , 26, 1773
F64 B977 B673 B687 B761 , 10, 11
F87 B999 B266 , 8, 8
F25 B646 B689 B895 B680 B654 , 18, 36
F5 B996 B616 , 8, 9
F48 B922 B291 B377 B458 B411 B803 B3 , 1, 637
F58 B747 B758 , 1664, 1866
F23 B507 B201 B33 B948 , 33, 35
F24 B396 B831 B380 B6 B170 , 19, 19
F24 B602 B935 B939 B645 , 20, 1027
F77 B144 B520 B320 , 1612, 1937
F5 B961 B177 B996 , 8, 513
F29 B111 B261 B869 B405 B322 B631 B652 , 11, 600
F31 B781 B202 , 15, 15
F10 B656 B791 B991 , 37, 38
F42 B284 B257 B806 , 41, 82
F42 B255 B707 , 42, 43
F31 B955 B973 , 15, 30
F64 B93 B896 , 1, 12
F62 B353 B208 , 1, 22
F5 B961 B370 , 8, 512
F62 B680 B388 , 1, 2
F93 B547 B564 , 44, 1966
F28 B656 B742 B818 B913 , 13, 15
F48 B579 B693 B883 B220 B52 , 11, 34
F26 B431 B922 B721 B621 B951 B869 B302 , 10, 31
F90 B346 B300 B659 B66 , 13, 594
F77 B139 B352 B860 B355 , 27, 29
F62 B353 B208 B533 B607 , 1, 26
F29 B136 B437 B135 , 12, 12
F20 B578 B67 B113 , 9, 20
F31 B22 B10 B588 B344 , 15, 15
F20 B639 B993 B707 B895 , 9, 19
F47 B436 B378 B334 B148 , 22, 50
F5 B257 B887 B556 B963 B604 B521 B364 B668 B263 , 1, 2020
F47 B135 B427 B366 B290 B595 B628 , 1, 50
F5 B388 B793 B89 , 8, 25
F64 B539 B818 B127 , 11, 31
F58 B461 B601 , 26, 27
F2 B381 B635 , 26, 1821
F18 B700 B963 B91 , 1, 1
F20 B853 B444 B942 B672 B985 , 10, 12
F82 B69 B990 B142 B794 , 12, 27
F14 B714 B615 B725 B49 , 16, 638
F90 B867 B107 B700 , 13, 14
F55 B826 B562 , 1612, 1957
F93 B34 B451 , 1, 2
F23 B948 B267 , 33, 34
F37 B547 B462 B529 , 28, 28
F60 B946 B660 B990 , 37, 1942
F47 B134 B57 , 21, 43
F62 B747 B950 B367 B728 B994 B842 , 9, 20
F28 B299 B552 B153 B811 , 13, 27
F74 B926 B989 B315 B401 B887 , 7, 339
F64 B977 B673 , 10, 10
F2 B295 B695 B635 , 26, 1847
F10 B560 B163 B584 , 37, 40
F28 B809 B279 B578 B871 B362 , 13, 39
F20 B610 B142 B128 , 1, 3
F77 B173 B359 B286 B607 , 27, 1724
F87 B512 B505 B112 B378 B332 , 7, 283
F87 B332 B765 , 7, 15
F20 B95 B485 B808 B936 B702 , 9, 19
F34 B285 B214 B149 B425 B9 B772 B720 , 1148, 1344
F20 B781 B95 B485 , 9, 28
F26 B209 B116 B550 , 10, 580
F31 B202 B48 B871 B438 B736 , 15, 1235
F31 B22 B10 B588 B344 B955 , 15, 15
F64 B765 B712 B106 , 10, 10
F27 B869 B39 B807 , 30, 30
F20 B330 B769 , 1, 3
F58 B266 B394 B517 B583 , 25, 28
F29 B111 B729 B848 , 11, 587
F37 B680 B504 B948 B331 B85 B344 , 28, 1120
F26 B550 B325 B78 , 10, 10
F97 B167 B982 , 15, 571
F26 B967 B331 B538 B466 , 10, 24
F25 B608 B441 B36 B33 , 18, 36
F45 B691 B963 B835 B744 B264 B346 , 34, 1837
F60 B6 B147 B912 B585 B203 , 36, 73
F20 B142 B128 , 1, 3
F20 B60 B560 B578 B67 B113 , 9, 30
F74 B288 B438 B102 B840 , 7, 9
F80 B507 B578 , 14, 627
F82 B107 B753 , 12, 24
F26 B967 B331 B538 , 10, 24
F97 B167 B975 , 511, 631
F48 B762 B24 B1000 B341 , 10, 22
F34 B149 B425 B9 , 1148, 1232
F74 B381 B823 B163 B360 , 6, 6
F97 B157 B705 B715 , 511, 688
F26 B331 B538 , 10, 23
F75 B16 B459 B899 , 30, 557
F5 B961 B959 B137 B501 B995 B741 , 480, 683
F5 B963 B848 B447 , 8, 24
F48 B811 B29 B17 B687 B869 , 11, 623
F45 B845 B91 , 1664, 1966
F74 B344 B391 B940 B692 B736 , 6, 28
F48 B631 B67 B136 B330 , 1, 6
F77 B420 B23 B504 , 27, 29
F100 B148 B14 , 3913, 4067
F20 B755 B579 B255 B507 B630 B841 , 571, 796
F48 B1000 B341 , 10, 10
F64 B553 B131 B734 B268 , 1, 12
F82 B902 B603 B409 , 12, 25
F55 B826 B934 B378 B987 , 43, 1786
F90 B353 B674 B176 , 13, 14
F18 B844 B385 B636 , 10, 10
F5 B961 B834 B589 B669 B388 B793 B89 B34 B216 , 8, 539
F93 B547 B336 B75 , 44, 1966
F23 B878 B2 B139 B590 , 32, 68
F77 B860 B355 , 27, 28
F62 B653 B865 B773 B475 B312 B744 B946 B602 , 9, 31
F20 B267 B907 B370 B853 B444 B942 B672 , 10, 610
F93 B784 B681 B83 B154 , 43, 43
F74 B590 B564 B926 B989 B315 B401 B887 , 7, 339
