F1, B1 , 0
F1, B2 , 0
F1, B3 , 0
F1, B4 , 3
F1, B5 , 21
F1, B6 , 18
F1, B7 , 20
F1, B8 , 2
F1, B9 , 1
F1, B10 , 0
F1, B11 , 2
F1, B12 , 2
F1, B13 , 1
F1, B14 , 2
F1, B15 , 17
F1, B16 , 1
F1, B17 , 0
F1, B18 , 0
F1, B19 , 0
F1, B20 , 20
F1, B21 , 19
F1, B22 , 3
F1, B23 , 0
F1, B24 , 18
F1, B25 , 3
F1, B26 , 0
F1, B27 , 0
F1, B28 , 1
F1, B29 , 17
F1, B30 , 41
F1, B31 , 2
F1, B32 , 0
F1, B33 , 1
F1, B34 , 0
F1, B35 , 112
F1, B36 , 22
F1, B37 , 0
F1, B38 , 153
F1, B39 , 0
F1, B40 , 22
F1, B41 , 1
F1, B42 , 0
F1, B43 , 1
F1, B44 , 0
F1, B45 , 16
F1, B46 , 1
F1, B47 , 36
F1, B48 , 0
F1, B49 , 21
F1, B50 , 18
F1, B51 , 1
F1, B52 , 1
F1, B53 , 1
F1, B54 , 0
F1, B55 , 18
F1, B56 , 0
F1, B57 , 3
F1, B58 , 19
F1, B59 , 3
F1, B60 , 2
F1, B61 , 3
F1, B62 , 2
F1, B63 , 2
F1, B64 , 0
F1, B65 , 0
F1, B66 , 3
F1, B67 , 1
F1, B68 , 18
F1, B69 , 1
F1, B70 , 0
F1, B71 , 1
F1, B72 , 1
F1, B73 , 132
F1, B74 , 17
F1, B75 , 1
F1, B76 , 19
F1, B77 , 1
F1, B78 , 18
F1, B79 , 1
F1, B80 , 2
F1, B81 , 2
F1, B82 , 23
F1, B83 , 0
F1, B84 , 0
F1, B85 , 0
F1, B86 , 0
F1, B87 , 20
F1, B88 , 2
F1, B89 , 0
F1, B90 , 16
F1, B91 , 2
F1, B92 , 1
F1, B93 , 0
F1, B94 , 17
F1, B95 , 0
F1, B96 , 17
F1, B97 , 1
F1, B98 , 21
F1, B99 , 0
F1, B100 , 1
F1, B101 , 19
F1, B102 , 1
F1, B103 , 21
F1, B104 , 116
F1, B105 , 1
F1, B106 , 1
F1, B107 , 19
F1, B108 , 2
F1, B109 , 19
F1, B110 , 1
F1, B111 , 2
F1, B112 , 134
F1, B113 , 0
F1, B114 , 0
F1, B115 , 0
F1, B116 , 21
F1, B117 , 0
F1, B118 , 2
F1, B119 , 1
F1, B120 , 19
F1, B121 , 1
F1, B122 , 1
F1, B123 , 1
F1, B124 , 2
F1, B125 , 2
F1, B126 , 2
F1, B127 , 1
F1, B128 , 0
F1, B129 , 20
F1, B130 , 3
F1, B131 , 1
F1, B132 , 20
F1, B133 , 20
F1, B134 , 19
F1, B135 , 1
F1, B136 , 0
F1, B137 , 0
F1, B138 , 2
F1, B139 , 4
F1, B140 , 1
F1, B141 , 1
F1, B142 , 1
F1, B143 , 1
F1, B144 , 20
F1, B145 , 1
F1, B146 , 0
F1, B147 , 1
F1, B148 , 0
F1, B149 , 18
F1, B150 , 2
F1, B151 , 2
F1, B152 , 2
F1, B153 , 0
F1, B154 , 3
F1, B155 , 0
F1, B156 , 1
F1, B157 , 0
F1, B158 , 0
F1, B159 , 2
F1, B160 , 0
F1, B161 , 2
F1, B162 , 0
F1, B163 , 18
F1, B164 , 0
F1, B165 , 19
F1, B166 , 0
F1, B167 , 1
F1, B168 , 1
F1, B169 , 24
F1, B170 , 1
F1, B171 , 2
F1, B172 , 4
F1, B173 , 2
F1, B174 , 20
F1, B175 , 4
F1, B176 , 3
F1, B177 , 1
F1, B178 , 1
F1, B179 , 1
F1, B180 , 1
F1, B181 , 2
F1, B182 , 0
F1, B183 , 2
F1, B184 , 17
F1, B185 , 0
F1, B186 , 20
F1, B187 , 3
F1, B188 , 18
F1, B189 , 0
F1, B190 , 2
F1, B191 , 16
F1, B192 , 22
F1, B193 , 4
F1, B194 , 18
F1, B195 , 1
F1, B196 , 17
F1, B197 , 1
F1, B198 , 2
F1, B199 , 0
F1, B200 , 0
F1, B201 , 1
F1, B202 , 1
F1, B203 , 3
F1, B204 , 19
F1, B205 , 1
F1, B206 , 34
F1, B207 , 3
F1, B208 , 4
F1, B209 , 20
F1, B210 , 0
F1, B211 , 17
F1, B212 , 20
F1, B213 , 2
F1, B214 , 2
F1, B215 , 21
F1, B216 , 20
F1, B217 , 1
F1, B218 , 2
F1, B219 , 16
F1, B220 , 1
F1, B221 , 1
F1, B222 , 20
F1, B223 , 16
F1, B224 , 0
F1, B225 , 17
F1, B226 , 40
F1, B227 , 2
F1, B228 , 21
