F100,B831,0.896
F100,B479,0.896
F100,B437,0.896
F100,B148,0.896
F100,B14,0.896
F6,B935,0.6948148148148148
F6,B852,0.6944444444444444
F6,B729,0.6944444444444444
F6,B485,0.6944444444444444
F6,B910,0.6937037037037037
F77,B409,0.57
F77,B727,0.55
F77,B850,0.54
F77,B520,0.54
F77,B320,0.54
F77,B173,0.54
F77,B144,0.54
F77,B469,0.5366666666666666
F57,B991,0.1
F57,B877,0.1
F57,B708,0.1
F57,B220,0.09925373134328358
F57,B543,0.09850746268656717
F57,B438,0.09850746268656717
F57,B27,0.09850746268656717
F57,B933,0.048507462686567165
F6,B971,0.03222222222222222
F6,B607,0.03222222222222222
F6,B245,0.03222222222222222
F6,B238,0.03222222222222222
F6,B810,0.03185185185185185
